,date,close,daily change,daily change pct,high to date,off from high
12477,1977-11-03,90.760002,0.05,0.055,120.239998,-24.518
12478,1977-11-04,91.580002,0.82,0.903,120.239998,-23.836
12479,1977-11-07,92.290001,0.71,0.775,120.239998,-23.245
12480,1977-11-08,92.459999,0.17,0.184,120.239998,-23.104
12481,1977-11-09,92.980003,0.52,0.562,120.239998,-22.671
12482,1977-11-10,94.709999,1.73,1.861,120.239998,-21.233
12483,1977-11-11,95.980003,1.27,1.341,120.239998,-20.176
12484,1977-11-14,95.32,-0.66,-0.688,120.239998,-20.725
12485,1977-11-15,95.93,0.61,0.64,120.239998,-20.218
12486,1977-11-16,95.449997,-0.48,-0.5,120.239998,-20.617
12487,1977-11-17,95.160004,-0.29,-0.304,120.239998,-20.858
12488,1977-11-18,95.330002,0.17,0.179,120.239998,-20.717
12489,1977-11-21,95.25,-0.08,-0.084,120.239998,-20.783
12490,1977-11-22,96.089996,0.84,0.882,120.239998,-20.085
12491,1977-11-23,96.489998,0.4,0.416,120.239998,-19.752
12492,1977-11-25,96.690002,0.2,0.207,120.239998,-19.586
12493,1977-11-28,96.040001,-0.65,-0.672,120.239998,-20.126
12494,1977-11-29,94.550003,-1.49,-1.551,120.239998,-21.366
12495,1977-11-30,94.830002,0.28,0.296,120.239998,-21.133
12496,1977-12-01,94.690002,-0.14,-0.148,120.239998,-21.249
12497,1977-12-02,94.669998,-0.02,-0.021,120.239998,-21.266
12498,1977-12-05,94.269997,-0.4,-0.423,120.239998,-21.598
12499,1977-12-06,92.830002,-1.44,-1.528,120.239998,-22.796
12500,1977-12-07,92.779999,-0.05,-0.054,120.239998,-22.838
12501,1977-12-08,92.959999,0.18,0.194,120.239998,-22.688
12502,1977-12-09,93.650002,0.69,0.742,120.239998,-22.114
12503,1977-12-12,93.629997,-0.02,-0.021,120.239998,-22.131
12504,1977-12-13,93.559998,-0.07,-0.075,120.239998,-22.189
12505,1977-12-14,94.029999,0.47,0.502,120.239998,-21.798
12506,1977-12-15,93.550003,-0.48,-0.51,120.239998,-22.197
12507,1977-12-16,93.400002,-0.15,-0.16,120.239998,-22.322
12508,1977-12-19,92.690002,-0.71,-0.76,120.239998,-22.913
12509,1977-12-20,92.5,-0.19,-0.205,120.239998,-23.071
12510,1977-12-21,93.050003,0.55,0.595,120.239998,-22.613
12511,1977-12-22,93.800003,0.75,0.806,120.239998,-21.989
12512,1977-12-23,94.690002,0.89,0.949,120.239998,-21.249
12513,1977-12-27,94.690002,0.0,0.0,120.239998,-21.249
12514,1977-12-28,94.75,0.06,0.063,120.239998,-21.199
12515,1977-12-29,94.940002,0.19,0.201,120.239998,-21.041
12516,1977-12-30,95.099998,0.16,0.169,120.239998,-20.908
12517,1978-01-03,93.82,-1.28,-1.346,120.239998,-21.973
12518,1978-01-04,93.519997,-0.3,-0.32,120.239998,-22.222
12519,1978-01-05,92.739998,-0.78,-0.834,120.239998,-22.871
12520,1978-01-06,91.620003,-1.12,-1.208,120.239998,-23.802
12521,1978-01-09,90.639999,-0.98,-1.07,120.239998,-24.617
12522,1978-01-10,90.169998,-0.47,-0.519,120.239998,-25.008
12523,1978-01-11,89.739998,-0.43,-0.477,120.239998,-25.366
12524,1978-01-12,89.82,0.08,0.089,120.239998,-25.299
12525,1978-01-13,89.690002,-0.13,-0.145,120.239998,-25.408
12526,1978-01-16,89.43,-0.26,-0.29,120.239998,-25.624
12527,1978-01-17,89.879997,0.45,0.503,120.239998,-25.25
12528,1978-01-18,90.559998,0.68,0.757,120.239998,-24.684
12529,1978-01-19,90.089996,-0.47,-0.519,120.239998,-25.075
12530,1978-01-20,89.889999,-0.2,-0.222,120.239998,-25.241
12531,1978-01-23,89.239998,-0.65,-0.723,120.239998,-25.782
12532,1978-01-24,89.25,0.01,0.011,120.239998,-25.773
12533,1978-01-25,89.389999,0.14,0.157,120.239998,-25.657
12534,1978-01-26,88.58000200000002,-0.81,-0.906,120.239998,-26.331
12535,1978-01-27,88.58000200000002,0.0,0.0,120.239998,-26.331
12536,1978-01-30,89.339996,0.76,0.858,120.239998,-25.699
12537,1978-01-31,89.25,-0.09,-0.101,120.239998,-25.773
12538,1978-02-01,89.93,0.68,0.762,120.239998,-25.208
12539,1978-02-02,90.129997,0.2,0.222,120.239998,-25.042
12540,1978-02-03,89.620003,-0.51,-0.566,120.239998,-25.466
12541,1978-02-06,89.5,-0.12,-0.134,120.239998,-25.566
12542,1978-02-07,90.330002,0.83,0.927,120.239998,-24.875
12543,1978-02-08,90.830002,0.5,0.554,120.239998,-24.459
12544,1978-02-09,90.300003,-0.53,-0.584,120.239998,-24.9
12545,1978-02-10,90.080002,-0.22,-0.244,120.239998,-25.083
12546,1978-02-13,89.860001,-0.22,-0.244,120.239998,-25.266
12547,1978-02-14,89.040001,-0.82,-0.913,120.239998,-25.948
12548,1978-02-15,88.83000200000002,-0.21,-0.236,120.239998,-26.123
12549,1978-02-16,88.08000200000002,-0.75,-0.844,120.239998,-26.747
12550,1978-02-17,87.959999,-0.12,-0.136,120.239998,-26.846
12551,1978-02-21,87.589996,-0.37,-0.421,120.239998,-27.154
12552,1978-02-22,87.559998,-0.03,-0.034,120.239998,-27.179
12553,1978-02-23,87.639999,0.08,0.091,120.239998,-27.112
12554,1978-02-24,88.489998,0.85,0.97,120.239998,-26.406
12555,1978-02-27,87.720001,-0.77,-0.87,120.239998,-27.046
12556,1978-02-28,87.040001,-0.68,-0.775,120.239998,-27.611
12557,1978-03-01,87.190002,0.15,0.172,120.239998,-27.487
12558,1978-03-02,87.32,0.13,0.149,120.239998,-27.379
12559,1978-03-03,87.449997,0.13,0.149,120.239998,-27.27
12560,1978-03-06,86.900002,-0.55,-0.629,120.239998,-27.728
12561,1978-03-07,87.360001,0.46,0.529,120.239998,-27.345
12562,1978-03-08,87.839996,0.48,0.549,120.239998,-26.946
12563,1978-03-09,87.889999,0.05,0.057,120.239998,-26.905
12564,1978-03-10,88.879997,0.99,1.126,120.239998,-26.081
12565,1978-03-13,88.949997,0.07,0.079,120.239998,-26.023
12566,1978-03-14,89.349998,0.4,0.45,120.239998,-25.69
12567,1978-03-15,89.120003,-0.23,-0.257,120.239998,-25.882
12568,1978-03-16,89.510002,0.39,0.438,120.239998,-25.557
12569,1978-03-17,90.199997,0.69,0.771,120.239998,-24.983
12570,1978-03-20,90.82,0.62,0.687,120.239998,-24.468
12571,1978-03-21,89.790001,-1.03,-1.134,120.239998,-25.324
12572,1978-03-22,89.470001,-0.32,-0.356,120.239998,-25.59
12573,1978-03-23,89.360001,-0.11,-0.123,120.239998,-25.682
12574,1978-03-27,88.870003,-0.49,-0.548,120.239998,-26.089
12575,1978-03-28,89.5,0.63,0.709,120.239998,-25.566
12576,1978-03-29,89.639999,0.14,0.156,120.239998,-25.449
12577,1978-03-30,89.410004,-0.23,-0.257,120.239998,-25.64
12578,1978-03-31,89.209999,-0.2,-0.224,120.239998,-25.807
12579,1978-04-03,88.459999,-0.75,-0.841,120.239998,-26.43
12580,1978-04-04,88.860001,0.4,0.452,120.239998,-26.098
12581,1978-04-05,89.639999,0.78,0.878,120.239998,-25.449
12582,1978-04-06,89.790001,0.15,0.167,120.239998,-25.324
12583,1978-04-07,90.169998,0.38,0.423,120.239998,-25.008
12584,1978-04-10,90.489998,0.32,0.355,120.239998,-24.742
12585,1978-04-11,90.25,-0.24,-0.265,120.239998,-24.942
12586,1978-04-12,90.110001,-0.14,-0.155,120.239998,-25.058
12587,1978-04-13,90.980003,0.87,0.965,120.239998,-24.335
12588,1978-04-14,92.919998,1.94,2.132,120.239998,-22.721
12589,1978-04-17,94.449997,1.53,1.647,120.239998,-21.449
12590,1978-04-18,93.43,-1.02,-1.08,120.239998,-22.297
12591,1978-04-19,93.860001,0.43,0.46,120.239998,-21.939
12592,1978-04-20,94.540001,0.68,0.724,120.239998,-21.374
12593,1978-04-21,94.339996,-0.2,-0.212,120.239998,-21.54
12594,1978-04-24,95.769997,1.43,1.516,120.239998,-20.351
12595,1978-04-25,96.639999,0.87,0.908,120.239998,-19.627
12596,1978-04-26,96.82,0.18,0.186,120.239998,-19.478
12597,1978-04-27,95.860001,-0.96,-0.992,120.239998,-20.276
12598,1978-04-28,96.830002,0.97,1.012,120.239998,-19.469
12599,1978-05-01,97.669998,0.84,0.867,120.239998,-18.771
12600,1978-05-02,97.25,-0.42,-0.43,120.239998,-19.12
12601,1978-05-03,96.260002,-0.99,-1.018,120.239998,-19.943
12602,1978-05-04,95.93,-0.33,-0.343,120.239998,-20.218
12603,1978-05-05,96.529999,0.6,0.625,120.239998,-19.719
12604,1978-05-08,96.190002,-0.34,-0.352,120.239998,-20.002
12605,1978-05-09,95.900002,-0.29,-0.301,120.239998,-20.243
12606,1978-05-10,95.919998,0.02,0.021,120.239998,-20.226
12607,1978-05-11,97.199997,1.28,1.334,120.239998,-19.162
12608,1978-05-12,98.07,0.87,0.895,120.239998,-18.438
12609,1978-05-15,98.760002,0.69,0.704,120.239998,-17.864
12610,1978-05-16,99.349998,0.59,0.597,120.239998,-17.374
12611,1978-05-17,99.599998,0.25,0.252,120.239998,-17.166
12612,1978-05-18,98.620003,-0.98,-0.984,120.239998,-17.981
12613,1978-05-19,98.120003,-0.5,-0.507,120.239998,-18.397
12614,1978-05-22,99.089996,0.97,0.989,120.239998,-17.59
12615,1978-05-23,98.050003,-1.04,-1.05,120.239998,-18.455
12616,1978-05-24,97.080002,-0.97,-0.989,120.239998,-19.261
12617,1978-05-25,96.800003,-0.28,-0.288,120.239998,-19.494
12618,1978-05-26,96.580002,-0.22,-0.227,120.239998,-19.677
12619,1978-05-30,96.860001,0.28,0.29,120.239998,-19.444
12620,1978-05-31,97.239998,0.38,0.392,120.239998,-19.128
12621,1978-06-01,97.349998,0.11,0.113,120.239998,-19.037
12622,1978-06-02,98.139999,0.79,0.812,120.239998,-18.38
12623,1978-06-05,99.949997,1.81,1.844,120.239998,-16.875
12624,1978-06-06,100.32,0.37,0.37,120.239998,-16.567
12625,1978-06-07,100.120003,-0.2,-0.199,120.239998,-16.733
12626,1978-06-08,100.209999,0.09,0.09,120.239998,-16.658
12627,1978-06-09,99.93,-0.28,-0.279,120.239998,-16.891
12628,1978-06-12,99.550003,-0.38,-0.38,120.239998,-17.207
12629,1978-06-13,99.57,0.02,0.02,120.239998,-17.191
12630,1978-06-14,99.480003,-0.09,-0.09,120.239998,-17.265
12631,1978-06-15,98.339996,-1.14,-1.146,120.239998,-18.214
12632,1978-06-16,97.419998,-0.92,-0.936,120.239998,-18.979
12633,1978-06-19,97.489998,0.07,0.072,120.239998,-18.92
12634,1978-06-20,96.510002,-0.98,-1.005,120.239998,-19.736
12635,1978-06-21,96.010002,-0.5,-0.518,120.239998,-20.151
12636,1978-06-22,96.239998,0.23,0.24,120.239998,-19.96
12637,1978-06-23,95.849998,-0.39,-0.405,120.239998,-20.284
12638,1978-06-26,94.599998,-1.25,-1.304,120.239998,-21.324
12639,1978-06-27,94.980003,0.38,0.402,120.239998,-21.008
12640,1978-06-28,95.400002,0.42,0.442,120.239998,-20.659
12641,1978-06-29,95.57,0.17,0.178,120.239998,-20.517
12642,1978-06-30,95.529999,-0.04,-0.042,120.239998,-20.551
12643,1978-07-03,95.089996,-0.44,-0.461,120.239998,-20.917
12644,1978-07-05,94.269997,-0.82,-0.862,120.239998,-21.598
12645,1978-07-06,94.32,0.05,0.053,120.239998,-21.557
12646,1978-07-07,94.889999,0.57,0.604,120.239998,-21.083
12647,1978-07-10,95.269997,0.38,0.4,120.239998,-20.767
12648,1978-07-11,95.93,0.66,0.693,120.239998,-20.218
12649,1978-07-12,96.239998,0.31,0.323,120.239998,-19.96
12650,1978-07-13,96.25,0.01,0.01,120.239998,-19.952
12651,1978-07-14,97.580002,1.33,1.382,120.239998,-18.846
12652,1978-07-17,97.779999,0.2,0.205,120.239998,-18.679
12653,1978-07-18,96.870003,-0.91,-0.931,120.239998,-19.436
12654,1978-07-19,98.120003,1.25,1.29,120.239998,-18.397
12655,1978-07-20,98.029999,-0.09,-0.092,120.239998,-18.471
12656,1978-07-21,97.75,-0.28,-0.286,120.239998,-18.704
12657,1978-07-24,97.720001,-0.03,-0.031,120.239998,-18.729
12658,1978-07-25,98.440002,0.72,0.737,120.239998,-18.13
12659,1978-07-26,99.080002,0.64,0.65,120.239998,-17.598
12660,1978-07-27,99.540001,0.46,0.464,120.239998,-17.216
12661,1978-07-28,100.0,0.46,0.462,120.239998,-16.833
12662,1978-07-31,100.68,0.68,0.68,120.239998,-16.267
12663,1978-08-01,100.660004,-0.02,-0.02,120.239998,-16.284
12664,1978-08-02,102.919998,2.26,2.245,120.239998,-14.405
12665,1978-08-03,103.510002,0.59,0.573,120.239998,-13.914
12666,1978-08-04,103.919998,0.41,0.396,120.239998,-13.573
12667,1978-08-07,103.550003,-0.37,-0.356,120.239998,-13.881
12668,1978-08-08,104.010002,0.46,0.444,120.239998,-13.498
12669,1978-08-09,104.5,0.49,0.471,120.239998,-13.09
12670,1978-08-10,103.660004,-0.84,-0.804,120.239998,-13.789
12671,1978-08-11,103.959999,0.3,0.289,120.239998,-13.54
12672,1978-08-14,103.970001,0.01,0.01,120.239998,-13.531
12673,1978-08-15,103.849998,-0.12,-0.115,120.239998,-13.631
12674,1978-08-16,104.650002,0.8,0.77,120.239998,-12.966
12675,1978-08-17,105.080002,0.43,0.411,120.239998,-12.608
12676,1978-08-18,104.730003,-0.35,-0.333,120.239998,-12.899
12677,1978-08-21,103.889999,-0.84,-0.802,120.239998,-13.598
12678,1978-08-22,104.309998,0.42,0.404,120.239998,-13.249
12679,1978-08-23,104.910004,0.6,0.575,120.239998,-12.749
12680,1978-08-24,105.080002,0.17,0.162,120.239998,-12.608
12681,1978-08-25,104.900002,-0.18,-0.171,120.239998,-12.758
12682,1978-08-28,103.959999,-0.94,-0.896,120.239998,-13.54
12683,1978-08-29,103.389999,-0.57,-0.548,120.239998,-14.014
12684,1978-08-30,103.5,0.11,0.106,120.239998,-13.922
12685,1978-08-31,103.290001,-0.21,-0.203,120.239998,-14.097
12686,1978-09-01,103.68,0.39,0.378,120.239998,-13.772
12687,1978-09-05,104.489998,0.81,0.781,120.239998,-13.099
12688,1978-09-06,105.379997,0.89,0.852,120.239998,-12.359
12689,1978-09-07,105.419998,0.04,0.038,120.239998,-12.325
12690,1978-09-08,106.790001,1.37,1.3,120.239998,-11.186
12691,1978-09-11,106.980003,0.19,0.178,120.239998,-11.028
12692,1978-09-12,106.989998,0.01,0.009,120.239998,-11.02
12693,1978-09-13,106.339996,-0.65,-0.608,120.239998,-11.56
12694,1978-09-14,105.099998,-1.24,-1.166,120.239998,-12.591
12695,1978-09-15,104.120003,-0.98,-0.932,120.239998,-13.407
12696,1978-09-18,103.209999,-0.91,-0.874,120.239998,-14.163
12697,1978-09-19,102.529999,-0.68,-0.659,120.239998,-14.729
12698,1978-09-20,101.730003,-0.8,-0.78,120.239998,-15.394
12699,1978-09-21,101.900002,0.17,0.167,120.239998,-15.253
12700,1978-09-22,101.839996,-0.06,-0.059,120.239998,-15.303
12701,1978-09-25,101.860001,0.02,0.02,120.239998,-15.286
12702,1978-09-26,102.620003,0.76,0.746,120.239998,-14.654
12703,1978-09-27,101.660004,-0.96,-0.935,120.239998,-15.452
12704,1978-09-28,101.959999,0.3,0.295,120.239998,-15.203
12705,1978-09-29,102.540001,0.58,0.569,120.239998,-14.721
12706,1978-10-02,102.959999,0.42,0.41,120.239998,-14.371
12707,1978-10-03,102.599998,-0.36,-0.35,120.239998,-14.671
12708,1978-10-04,103.059998,0.46,0.448,120.239998,-14.288
12709,1978-10-05,103.269997,0.21,0.204,120.239998,-14.113
12710,1978-10-06,103.519997,0.25,0.242,120.239998,-13.906
12711,1978-10-09,104.589996,1.07,1.034,120.239998,-13.016
12712,1978-10-10,104.459999,-0.13,-0.124,120.239998,-13.124
12713,1978-10-11,105.389999,0.93,0.89,120.239998,-12.35
12714,1978-10-12,104.879997,-0.51,-0.484,120.239998,-12.774
12715,1978-10-13,104.660004,-0.22,-0.21,120.239998,-12.957
12716,1978-10-16,102.610001,-2.05,-1.959,120.239998,-14.662
12717,1978-10-17,101.260002,-1.35,-1.316,120.239998,-15.785
12718,1978-10-18,100.489998,-0.77,-0.76,120.239998,-16.425
12719,1978-10-19,99.330002,-1.16,-1.154,120.239998,-17.39
12720,1978-10-20,97.949997,-1.38,-1.389,120.239998,-18.538
12721,1978-10-23,98.18,0.23,0.235,120.239998,-18.347
12722,1978-10-24,97.489998,-0.69,-0.703,120.239998,-18.92
12723,1978-10-25,97.309998,-0.18,-0.185,120.239998,-19.07
12724,1978-10-26,96.029999,-1.28,-1.315,120.239998,-20.135
12725,1978-10-27,94.589996,-1.44,-1.5,120.239998,-21.332
12726,1978-10-30,95.059998,0.47,0.497,120.239998,-20.941
12727,1978-10-31,93.150002,-1.91,-2.009,120.239998,-22.53
12728,1978-11-01,96.849998,3.7,3.972,120.239998,-19.453
12729,1978-11-02,95.610001,-1.24,-1.28,120.239998,-20.484
12730,1978-11-03,96.18,0.57,0.596,120.239998,-20.01
12731,1978-11-06,95.190002,-0.99,-1.029,120.239998,-20.833
12732,1978-11-07,93.849998,-1.34,-1.408,120.239998,-21.948
12733,1978-11-08,94.449997,0.6,0.639,120.239998,-21.449
12734,1978-11-09,94.419998,-0.03,-0.032,120.239998,-21.474
12735,1978-11-10,94.769997,0.35,0.371,120.239998,-21.183
12736,1978-11-13,93.129997,-1.64,-1.731,120.239998,-22.547
12737,1978-11-14,92.489998,-0.64,-0.687,120.239998,-23.079
12738,1978-11-15,92.709999,0.22,0.238,120.239998,-22.896
12739,1978-11-16,93.709999,1.0,1.079,120.239998,-22.064
12740,1978-11-17,94.419998,0.71,0.758,120.239998,-21.474
12741,1978-11-20,95.25,0.83,0.879,120.239998,-20.783
12742,1978-11-21,95.010002,-0.24,-0.252,120.239998,-20.983
12743,1978-11-22,95.480003,0.47,0.495,120.239998,-20.592
12744,1978-11-24,95.790001,0.31,0.325,120.239998,-20.334
12745,1978-11-27,95.989998,0.2,0.209,120.239998,-20.168
12746,1978-11-28,95.150002,-0.84,-0.875,120.239998,-20.867
12747,1978-11-29,93.75,-1.4,-1.471,120.239998,-22.031
12748,1978-11-30,94.699997,0.95,1.013,120.239998,-21.241
12749,1978-12-01,96.279999,1.58,1.668,120.239998,-19.927
12750,1978-12-04,96.150002,-0.13,-0.135,120.239998,-20.035
12751,1978-12-05,97.440002,1.29,1.342,120.239998,-18.962
12752,1978-12-06,97.489998,0.05,0.051,120.239998,-18.92
12753,1978-12-07,97.080002,-0.41,-0.421,120.239998,-19.261
12754,1978-12-08,96.629997,-0.45,-0.464,120.239998,-19.636
12755,1978-12-11,97.110001,0.48,0.497,120.239998,-19.237
12756,1978-12-12,96.589996,-0.52,-0.535,120.239998,-19.669
12757,1978-12-13,96.059998,-0.53,-0.549,120.239998,-20.11
12758,1978-12-14,96.040001,-0.02,-0.021,120.239998,-20.126
12759,1978-12-15,95.330002,-0.71,-0.739,120.239998,-20.717
12760,1978-12-18,93.440002,-1.89,-1.983,120.239998,-22.289
12761,1978-12-19,94.239998,0.8,0.856,120.239998,-21.623
12762,1978-12-20,94.68,0.44,0.467,120.239998,-21.257
12763,1978-12-21,94.709999,0.03,0.032,120.239998,-21.233
12764,1978-12-22,96.309998,1.6,1.689,120.239998,-19.902
12765,1978-12-26,97.519997,1.21,1.256,120.239998,-18.896
12766,1978-12-27,96.660004,-0.86,-0.882,120.239998,-19.611
12767,1978-12-28,96.279999,-0.38,-0.393,120.239998,-19.927
12768,1978-12-29,96.110001,-0.17,-0.177,120.239998,-20.068
12769,1979-01-02,96.730003,0.62,0.645,120.239998,-19.553
12770,1979-01-03,97.800003,1.07,1.106,120.239998,-18.663
12771,1979-01-04,98.580002,0.78,0.798,120.239998,-18.014
12772,1979-01-05,99.129997,0.55,0.558,120.239998,-17.557
12773,1979-01-08,98.800003,-0.33,-0.333,120.239998,-17.831
12774,1979-01-09,99.330002,0.53,0.536,120.239998,-17.39
12775,1979-01-10,98.769997,-0.56,-0.564,120.239998,-17.856
12776,1979-01-11,99.099998,0.33,0.334,120.239998,-17.582
12777,1979-01-12,99.93,0.83,0.838,120.239998,-16.891
12778,1979-01-15,100.690002,0.76,0.761,120.239998,-16.259
12779,1979-01-16,99.459999,-1.23,-1.222,120.239998,-17.282
12780,1979-01-17,99.480003,0.02,0.02,120.239998,-17.265
12781,1979-01-18,99.720001,0.24,0.241,120.239998,-17.066
12782,1979-01-19,99.75,0.03,0.03,120.239998,-17.041
12783,1979-01-22,99.900002,0.15,0.15,120.239998,-16.916
12784,1979-01-23,100.599998,0.7,0.701,120.239998,-16.334
12785,1979-01-24,100.160004,-0.44,-0.437,120.239998,-16.7
12786,1979-01-25,101.190002,1.03,1.028,120.239998,-15.843
12787,1979-01-26,101.860001,0.67,0.662,120.239998,-15.286
12788,1979-01-29,101.550003,-0.31,-0.304,120.239998,-15.544
12789,1979-01-30,101.050003,-0.5,-0.492,120.239998,-15.96
12790,1979-01-31,99.93,-1.12,-1.108,120.239998,-16.891
12791,1979-02-01,99.959999,0.03,0.03,120.239998,-16.866
12792,1979-02-02,99.5,-0.46,-0.46,120.239998,-17.249
12793,1979-02-05,98.089996,-1.41,-1.417,120.239998,-18.421
12794,1979-02-06,98.050003,-0.04,-0.041,120.239998,-18.455
12795,1979-02-07,97.160004,-0.89,-0.908,120.239998,-19.195
12796,1979-02-08,97.650002,0.49,0.504,120.239998,-18.787
12797,1979-02-09,97.870003,0.22,0.225,120.239998,-18.604
12798,1979-02-12,98.199997,0.33,0.337,120.239998,-18.33
12799,1979-02-13,98.93,0.73,0.743,120.239998,-17.723
12800,1979-02-14,98.870003,-0.06,-0.061,120.239998,-17.773
12801,1979-02-15,98.730003,-0.14,-0.142,120.239998,-17.889
12802,1979-02-16,98.669998,-0.06,-0.061,120.239998,-17.939
12803,1979-02-20,99.419998,0.75,0.76,120.239998,-17.315
12804,1979-02-21,99.07,-0.35,-0.352,120.239998,-17.606
12805,1979-02-22,98.330002,-0.74,-0.747,120.239998,-18.222
12806,1979-02-23,97.779999,-0.55,-0.559,120.239998,-18.679
12807,1979-02-26,97.669998,-0.11,-0.112,120.239998,-18.771
12808,1979-02-27,96.129997,-1.54,-1.577,120.239998,-20.052
12809,1979-02-28,96.279999,0.15,0.156,120.239998,-19.927
12810,1979-03-01,96.900002,0.62,0.644,120.239998,-19.411
12811,1979-03-02,96.970001,0.07,0.072,120.239998,-19.353
12812,1979-03-05,98.059998,1.09,1.124,120.239998,-18.446
12813,1979-03-06,97.870003,-0.19,-0.194,120.239998,-18.604
12814,1979-03-07,98.440002,0.57,0.582,120.239998,-18.13
12815,1979-03-08,99.580002,1.14,1.158,120.239998,-17.182
12816,1979-03-09,99.540001,-0.04,-0.04,120.239998,-17.216
12817,1979-03-12,99.669998,0.13,0.131,120.239998,-17.107
12818,1979-03-13,99.839996,0.17,0.171,120.239998,-16.966
12819,1979-03-14,99.709999,-0.13,-0.13,120.239998,-17.074
12820,1979-03-15,99.860001,0.15,0.15,120.239998,-16.949
12821,1979-03-16,100.690002,0.83,0.831,120.239998,-16.259
12822,1979-03-19,101.059998,0.37,0.367,120.239998,-15.951
12823,1979-03-20,100.5,-0.56,-0.554,120.239998,-16.417
12824,1979-03-21,101.25,0.75,0.746,120.239998,-15.793
12825,1979-03-22,101.669998,0.42,0.415,120.239998,-15.444
12826,1979-03-23,101.599998,-0.07,-0.069,120.239998,-15.502
12827,1979-03-26,101.040001,-0.56,-0.551,120.239998,-15.968
12828,1979-03-27,102.480003,1.44,1.425,120.239998,-14.77
12829,1979-03-28,102.120003,-0.36,-0.351,120.239998,-15.07
12830,1979-03-29,102.029999,-0.09,-0.088,120.239998,-15.145
12831,1979-03-30,101.589996,-0.44,-0.431,120.239998,-15.511
12832,1979-04-02,100.900002,-0.69,-0.679,120.239998,-16.084
12833,1979-04-03,102.400002,1.5,1.487,120.239998,-14.837
12834,1979-04-04,102.650002,0.25,0.244,120.239998,-14.629
12835,1979-04-05,103.260002,0.61,0.594,120.239998,-14.122
12836,1979-04-06,103.18,-0.08,-0.077,120.239998,-14.188
12837,1979-04-09,102.870003,-0.31,-0.3,120.239998,-14.446
12838,1979-04-10,103.339996,0.47,0.457,120.239998,-14.055
12839,1979-04-11,102.309998,-1.03,-0.997,120.239998,-14.912
12840,1979-04-12,102.0,-0.31,-0.303,120.239998,-15.17
12841,1979-04-16,101.120003,-0.88,-0.863,120.239998,-15.902
12842,1979-04-17,101.239998,0.12,0.119,120.239998,-15.802
12843,1979-04-18,101.699997,0.46,0.454,120.239998,-15.419
12844,1979-04-19,101.279999,-0.42,-0.413,120.239998,-15.768
12845,1979-04-20,101.230003,-0.05,-0.049,120.239998,-15.81
12846,1979-04-23,101.57,0.34,0.336,120.239998,-15.527
12847,1979-04-24,102.199997,0.63,0.62,120.239998,-15.003
12848,1979-04-25,102.5,0.3,0.294,120.239998,-14.754
12849,1979-04-26,102.010002,-0.49,-0.478,120.239998,-15.161
12850,1979-04-27,101.800003,-0.21,-0.206,120.239998,-15.336
12851,1979-04-30,101.760002,-0.04,-0.039,120.239998,-15.369
12852,1979-05-01,101.68,-0.08,-0.079,120.239998,-15.436
12853,1979-05-02,101.720001,0.04,0.039,120.239998,-15.403
12854,1979-05-03,101.809998,0.09,0.088,120.239998,-15.328
12855,1979-05-04,100.690002,-1.12,-1.1,120.239998,-16.259
12856,1979-05-07,99.019997,-1.67,-1.659,120.239998,-17.648
12857,1979-05-08,99.169998,0.15,0.151,120.239998,-17.523
12858,1979-05-09,99.459999,0.29,0.292,120.239998,-17.282
12859,1979-05-10,98.519997,-0.94,-0.945,120.239998,-18.064
12860,1979-05-11,98.519997,0.0,0.0,120.239998,-18.064
12861,1979-05-14,98.059998,-0.46,-0.467,120.239998,-18.446
12862,1979-05-15,98.139999,0.08,0.082,120.239998,-18.38
12863,1979-05-16,98.419998,0.28,0.285,120.239998,-18.147
12864,1979-05-17,99.940002,1.52,1.544,120.239998,-16.883
12865,1979-05-18,99.93,-0.01,-0.01,120.239998,-16.891
12866,1979-05-21,100.139999,0.21,0.21,120.239998,-16.717
12867,1979-05-22,100.510002,0.37,0.369,120.239998,-16.409
12868,1979-05-23,99.889999,-0.62,-0.617,120.239998,-16.924
12869,1979-05-24,99.93,0.04,0.04,120.239998,-16.891
12870,1979-05-25,100.220001,0.29,0.29,120.239998,-16.65
12871,1979-05-29,100.050003,-0.17,-0.17,120.239998,-16.791
12872,1979-05-30,99.110001,-0.94,-0.94,120.239998,-17.573
12873,1979-05-31,99.080002,-0.03,-0.03,120.239998,-17.598
12874,1979-06-01,99.169998,0.09,0.091,120.239998,-17.523
12875,1979-06-04,99.32,0.15,0.151,120.239998,-17.399
12876,1979-06-05,100.620003,1.3,1.309,120.239998,-16.317
12877,1979-06-06,101.300003,0.68,0.676,120.239998,-15.752
12878,1979-06-07,101.790001,0.49,0.484,120.239998,-15.344
12879,1979-06-08,101.489998,-0.3,-0.295,120.239998,-15.594
12880,1979-06-11,101.910004,0.42,0.414,120.239998,-15.245
12881,1979-06-12,102.849998,0.94,0.922,120.239998,-14.463
12882,1979-06-13,102.309998,-0.54,-0.525,120.239998,-14.912
12883,1979-06-14,102.199997,-0.11,-0.108,120.239998,-15.003
12884,1979-06-15,102.089996,-0.11,-0.108,120.239998,-15.095
12885,1979-06-18,101.559998,-0.53,-0.519,120.239998,-15.536
12886,1979-06-19,101.580002,0.02,0.02,120.239998,-15.519
12887,1979-06-20,101.629997,0.05,0.049,120.239998,-15.477
12888,1979-06-21,102.089996,0.46,0.453,120.239998,-15.095
12889,1979-06-22,102.639999,0.55,0.539,120.239998,-14.637
