,date,close,daily change,daily change pct,high to date,off from high
3633,1942-07-16,8.82,-0.01,-0.113,31.860001,-72.316
3634,1942-07-17,8.72,-0.1,-1.134,31.860001,-72.63
3635,1942-07-20,8.75,0.03,0.344,31.860001,-72.536
3636,1942-07-21,8.77,0.02,0.229,31.860001,-72.473
3637,1942-07-22,8.74,-0.03,-0.342,31.860001,-72.567
3638,1942-07-23,8.62,-0.12,-1.373,31.860001,-72.944
3639,1942-07-24,8.63,0.01,0.116,31.860001,-72.913
3640,1942-07-27,8.63,0.0,0.0,31.860001,-72.913
3641,1942-07-28,8.62,-0.01,-0.116,31.860001,-72.944
3642,1942-07-29,8.48,-0.14,-1.624,31.860001,-73.384
3643,1942-07-30,8.5,0.02,0.236,31.860001,-73.321
3644,1942-07-31,8.56,0.06,0.706,31.860001,-73.132
3645,1942-08-03,8.57,0.01,0.117,31.860001,-73.101
3646,1942-08-04,8.55,-0.02,-0.233,31.860001,-73.164
3647,1942-08-05,8.47,-0.08,-0.936,31.860001,-73.415
3648,1942-08-06,8.46,-0.01,-0.118,31.860001,-73.446
3649,1942-08-07,8.49,0.03,0.355,31.860001,-73.352
3650,1942-08-10,8.48,-0.01,-0.118,31.860001,-73.384
3651,1942-08-11,8.51,0.03,0.354,31.860001,-73.289
3652,1942-08-12,8.51,0.0,0.0,31.860001,-73.289
3653,1942-08-13,8.54,0.03,0.353,31.860001,-73.195
3654,1942-08-14,8.58,0.04,0.468,31.860001,-73.07
3655,1942-08-17,8.65,0.07,0.816,31.860001,-72.85
3656,1942-08-18,8.73,0.08,0.925,31.860001,-72.599
3657,1942-08-19,8.72,-0.01,-0.115,31.860001,-72.63
3658,1942-08-20,8.69,-0.03,-0.344,31.860001,-72.724
3659,1942-08-21,8.71,0.02,0.23,31.860001,-72.662
3660,1942-08-24,8.73,0.02,0.23,31.860001,-72.599
3661,1942-08-25,8.65,-0.08,-0.916,31.860001,-72.85
3662,1942-08-26,8.54,-0.11,-1.272,31.860001,-73.195
3663,1942-08-27,8.59,0.05,0.585,31.860001,-73.038
3664,1942-08-28,8.61,0.02,0.233,31.860001,-72.976
3665,1942-08-31,8.62,0.01,0.116,31.860001,-72.944
3666,1942-09-01,8.62,0.0,0.0,31.860001,-72.944
3667,1942-09-02,8.63,0.01,0.116,31.860001,-72.913
3668,1942-09-03,8.62,-0.01,-0.116,31.860001,-72.944
3669,1942-09-04,8.61,-0.01,-0.116,31.860001,-72.976
3670,1942-09-08,8.68,0.07,0.813,31.860001,-72.756
3671,1942-09-09,8.64,-0.04,-0.461,31.860001,-72.881
3672,1942-09-10,8.58,-0.06,-0.694,31.860001,-73.07
3673,1942-09-11,8.54,-0.04,-0.466,31.860001,-73.195
3674,1942-09-14,8.55,0.01,0.117,31.860001,-73.164
3675,1942-09-15,8.59,0.04,0.468,31.860001,-73.038
3676,1942-09-16,8.6,0.01,0.116,31.860001,-73.007
3677,1942-09-17,8.59,-0.01,-0.116,31.860001,-73.038
3678,1942-09-18,8.66,0.07,0.815,31.860001,-72.819
3679,1942-09-21,8.65,-0.01,-0.115,31.860001,-72.85
3680,1942-09-22,8.68,0.03,0.347,31.860001,-72.756
3681,1942-09-23,8.75,0.07,0.806,31.860001,-72.536
3682,1942-09-24,8.86,0.11,1.257,31.860001,-72.191
3683,1942-09-25,8.9,0.04,0.451,31.860001,-72.065
3684,1942-09-28,8.89,-0.01,-0.112,31.860001,-72.097
3685,1942-09-29,8.85,-0.04,-0.45,31.860001,-72.222
3686,1942-09-30,8.85,0.0,0.0,31.860001,-72.222
3687,1942-10-01,8.92,0.07,0.791,31.860001,-72.003
3688,1942-10-02,9.05,0.13,1.457,31.860001,-71.594
3689,1942-10-05,9.13,0.08,0.884,31.860001,-71.343
3690,1942-10-06,9.13,0.0,0.0,31.860001,-71.343
3691,1942-10-07,9.17,0.04,0.438,31.860001,-71.218
3692,1942-10-08,9.3,0.13,1.418,31.860001,-70.81
3693,1942-10-09,9.34,0.04,0.43,31.860001,-70.684
3694,1942-10-13,9.45,0.11,1.178,31.860001,-70.339
3695,1942-10-14,9.43,-0.02,-0.212,31.860001,-70.402
3696,1942-10-15,9.31,-0.12,-1.273,31.860001,-70.778
3697,1942-10-16,9.35,0.04,0.43,31.860001,-70.653
3698,1942-10-19,9.35,0.0,0.0,31.860001,-70.653
3699,1942-10-20,9.47,0.12,1.283,31.860001,-70.276
3700,1942-10-21,9.46,-0.01,-0.106,31.860001,-70.308
3701,1942-10-22,9.46,0.0,0.0,31.860001,-70.308
3702,1942-10-23,9.43,-0.03,-0.317,31.860001,-70.402
3703,1942-10-26,9.48,0.05,0.53,31.860001,-70.245
3704,1942-10-27,9.39,-0.09,-0.949,31.860001,-70.527
3705,1942-10-28,9.31,-0.08,-0.852,31.860001,-70.778
3706,1942-10-29,9.3,-0.01,-0.107,31.860001,-70.81
3707,1942-10-30,9.36,0.06,0.645,31.860001,-70.621
3708,1942-11-02,9.48,0.12,1.282,31.860001,-70.245
3709,1942-11-04,9.44,-0.04,-0.422,31.860001,-70.37
3710,1942-11-05,9.46,0.02,0.212,31.860001,-70.308
3711,1942-11-06,9.58,0.12,1.268,31.860001,-69.931
3712,1942-11-09,9.69,0.11,1.148,31.860001,-69.586
3713,1942-11-10,9.61,-0.08,-0.826,31.860001,-69.837
3714,1942-11-12,9.63,0.02,0.208,31.860001,-69.774
3715,1942-11-13,9.57,-0.06,-0.623,31.860001,-69.962
3716,1942-11-16,9.48,-0.09,-0.94,31.860001,-70.245
3717,1942-11-17,9.36,-0.12,-1.266,31.860001,-70.621
3718,1942-11-18,9.4,0.04,0.427,31.860001,-70.496
3719,1942-11-19,9.39,-0.01,-0.106,31.860001,-70.527
3720,1942-11-20,9.48,0.09,0.958,31.860001,-70.245
3721,1942-11-23,9.37,-0.11,-1.16,31.860001,-70.59
3722,1942-11-24,9.35,-0.02,-0.213,31.860001,-70.653
3723,1942-11-25,9.31,-0.04,-0.428,31.860001,-70.778
3724,1942-11-27,9.34,0.03,0.322,31.860001,-70.684
3725,1942-11-30,9.29,-0.05,-0.535,31.860001,-70.841
3726,1942-12-01,9.28,-0.01,-0.108,31.860001,-70.873
3727,1942-12-02,9.31,0.03,0.323,31.860001,-70.778
3728,1942-12-03,9.34,0.03,0.322,31.860001,-70.684
3729,1942-12-04,9.34,0.0,0.0,31.860001,-70.684
3730,1942-12-07,9.3,-0.04,-0.428,31.860001,-70.81
3731,1942-12-08,9.36,0.06,0.645,31.860001,-70.621
3732,1942-12-09,9.36,0.0,0.0,31.860001,-70.621
3733,1942-12-10,9.37,0.01,0.107,31.860001,-70.59
3734,1942-12-11,9.37,0.0,0.0,31.860001,-70.59
3735,1942-12-14,9.42,0.05,0.534,31.860001,-70.433
3736,1942-12-15,9.44,0.02,0.212,31.860001,-70.37
3737,1942-12-16,9.52,0.08,0.847,31.860001,-70.119
3738,1942-12-17,9.69,0.17,1.786,31.860001,-69.586
3739,1942-12-18,9.68,-0.01,-0.103,31.860001,-69.617
3740,1942-12-21,9.68,0.0,0.0,31.860001,-69.617
3741,1942-12-22,9.67,-0.01,-0.103,31.860001,-69.648
3742,1942-12-23,9.7,0.03,0.31,31.860001,-69.554
3743,1942-12-24,9.74,0.04,0.412,31.860001,-69.429
3744,1942-12-28,9.65,-0.09,-0.924,31.860001,-69.711
3745,1942-12-29,9.65,0.0,0.0,31.860001,-69.711
3746,1942-12-30,9.76,0.11,1.14,31.860001,-69.366
3747,1942-12-31,9.77,0.01,0.102,31.860001,-69.335
3748,1943-01-04,9.92,0.15,1.535,31.860001,-68.864
3749,1943-01-05,9.9,-0.02,-0.202,31.860001,-68.927
3750,1943-01-06,9.89,-0.01,-0.101,31.860001,-68.958
3751,1943-01-07,9.91,0.02,0.202,31.860001,-68.895
3752,1943-01-08,9.92,0.01,0.101,31.860001,-68.864
3753,1943-01-11,9.96,0.04,0.403,31.860001,-68.738
3754,1943-01-12,9.93,-0.03,-0.301,31.860001,-68.832
3755,1943-01-13,9.95,0.02,0.201,31.860001,-68.77
3756,1943-01-14,10.01,0.06,0.603,31.860001,-68.581
3757,1943-01-15,10.09,0.08,0.799,31.860001,-68.33
3758,1943-01-18,10.12,0.03,0.297,31.860001,-68.236
3759,1943-01-19,10.02,-0.1,-0.988,31.860001,-68.55
3760,1943-01-20,10.03,0.01,0.1,31.860001,-68.519
3761,1943-01-21,10.18,0.15,1.496,31.860001,-68.048
3762,1943-01-22,10.17,-0.01,-0.098,31.860001,-68.079
3763,1943-01-25,10.3,0.13,1.278,31.860001,-67.671
3764,1943-01-26,10.35,0.05,0.485,31.860001,-67.514
3765,1943-01-27,10.34,-0.01,-0.097,31.860001,-67.546
3766,1943-01-28,10.35,0.01,0.097,31.860001,-67.514
3767,1943-01-29,10.44,0.09,0.87,31.860001,-67.232
3768,1943-02-01,10.52,0.08,0.766,31.860001,-66.981
3769,1943-02-02,10.52,0.0,0.0,31.860001,-66.981
3770,1943-02-03,10.44,-0.08,-0.76,31.860001,-67.232
3771,1943-02-04,10.43,-0.01,-0.096,31.860001,-67.263
3772,1943-02-05,10.51,0.08,0.767,31.860001,-67.012
3773,1943-02-08,10.5,-0.01,-0.095,31.860001,-67.043
3774,1943-02-09,10.58,0.08,0.762,31.860001,-66.792
3775,1943-02-10,10.65,0.07,0.662,31.860001,-66.573
3776,1943-02-11,10.67,0.02,0.188,31.860001,-66.51
3777,1943-02-15,10.81,0.14,1.312,31.860001,-66.07
3778,1943-02-16,10.79,-0.02,-0.185,31.860001,-66.133
3779,1943-02-17,10.81,0.02,0.185,31.860001,-66.07
3780,1943-02-18,10.66,-0.15,-1.388,31.860001,-66.541
3781,1943-02-19,10.64,-0.02,-0.188,31.860001,-66.604
3782,1943-02-23,10.84,0.2,1.88,31.860001,-65.976
3783,1943-02-24,10.9,0.06,0.554,31.860001,-65.788
3784,1943-02-25,10.97,0.07,0.642,31.860001,-65.568
3785,1943-02-26,10.97,0.0,0.0,31.860001,-65.568
3786,1943-03-01,10.92,-0.05,-0.456,31.860001,-65.725
3787,1943-03-02,10.84,-0.08,-0.733,31.860001,-65.976
3788,1943-03-03,10.98,0.14,1.292,31.860001,-65.537
3789,1943-03-04,11.0,0.02,0.182,31.860001,-65.474
3790,1943-03-05,11.05,0.05,0.455,31.860001,-65.317
3791,1943-03-08,11.01,-0.04,-0.362,31.860001,-65.443
3792,1943-03-09,10.95,-0.06,-0.545,31.860001,-65.631
3793,1943-03-10,10.9,-0.05,-0.457,31.860001,-65.788
3794,1943-03-11,11.01,0.11,1.009,31.860001,-65.443
3795,1943-03-12,11.05,0.04,0.363,31.860001,-65.317
3796,1943-03-15,11.04,-0.01,-0.09,31.860001,-65.348
3797,1943-03-16,11.01,-0.03,-0.272,31.860001,-65.443
3798,1943-03-17,10.93,-0.08,-0.727,31.860001,-65.694
3799,1943-03-18,10.91,-0.02,-0.183,31.860001,-65.756
3800,1943-03-19,10.88,-0.03,-0.275,31.860001,-65.851
3801,1943-03-22,10.92,0.04,0.368,31.860001,-65.725
3802,1943-03-23,10.95,0.03,0.275,31.860001,-65.631
3803,1943-03-24,10.98,0.03,0.274,31.860001,-65.537
3804,1943-03-25,11.21,0.23,2.095,31.860001,-64.815
3805,1943-03-26,11.3,0.09,0.803,31.860001,-64.532
3806,1943-03-29,11.49,0.19,1.681,31.860001,-63.936
3807,1943-03-30,11.59,0.1,0.87,31.860001,-63.622
3808,1943-03-31,11.58,-0.01,-0.086,31.860001,-63.653
3809,1943-04-01,11.59,0.01,0.086,31.860001,-63.622
3810,1943-04-02,11.56,-0.03,-0.259,31.860001,-63.716
3811,1943-04-05,11.59,0.03,0.26,31.860001,-63.622
3812,1943-04-06,11.76,0.17,1.467,31.860001,-63.089
3813,1943-04-07,11.7,-0.06,-0.51,31.860001,-63.277
3814,1943-04-08,11.6,-0.1,-0.855,31.860001,-63.591
3815,1943-04-09,11.14,-0.46,-3.966,31.860001,-65.035
3816,1943-04-12,11.15,0.01,0.09,31.860001,-65.003
3817,1943-04-13,11.14,-0.01,-0.09,31.860001,-65.035
3818,1943-04-14,11.28,0.14,1.257,31.860001,-64.595
3819,1943-04-15,11.36,0.08,0.709,31.860001,-64.344
3820,1943-04-16,11.33,-0.03,-0.264,31.860001,-64.438
3821,1943-04-19,11.38,0.05,0.441,31.860001,-64.281
3822,1943-04-20,11.34,-0.04,-0.351,31.860001,-64.407
3823,1943-04-21,11.45,0.11,0.97,31.860001,-64.062
3824,1943-04-22,11.48,0.03,0.262,31.860001,-63.967
3825,1943-04-26,11.48,0.0,0.0,31.860001,-63.967
3826,1943-04-27,11.48,0.0,0.0,31.860001,-63.967
3827,1943-04-28,11.48,0.0,0.0,31.860001,-63.967
3828,1943-04-29,11.59,0.11,0.958,31.860001,-63.622
3829,1943-04-30,11.59,0.0,0.0,31.860001,-63.622
3830,1943-05-03,11.82,0.23,1.984,31.860001,-62.9
3831,1943-05-04,11.86,0.04,0.338,31.860001,-62.775
3832,1943-05-05,11.93,0.07,0.59,31.860001,-62.555
3833,1943-05-06,11.97,0.04,0.335,31.860001,-62.429
3834,1943-05-07,11.81,-0.16,-1.337,31.860001,-62.932
3835,1943-05-10,11.97,0.16,1.355,31.860001,-62.429
3836,1943-05-11,11.93,-0.04,-0.334,31.860001,-62.555
3837,1943-05-12,11.88,-0.05,-0.419,31.860001,-62.712
3838,1943-05-13,11.92,0.04,0.337,31.860001,-62.586
3839,1943-05-14,11.7,-0.22,-1.846,31.860001,-63.277
3840,1943-05-17,11.72,0.02,0.171,31.860001,-63.214
3841,1943-05-18,11.81,0.09,0.768,31.860001,-62.932
3842,1943-05-19,11.93,0.12,1.016,31.860001,-62.555
3843,1943-05-20,11.9,-0.03,-0.251,31.860001,-62.649
3844,1943-05-21,11.9,0.0,0.0,31.860001,-62.649
3845,1943-05-24,11.87,-0.03,-0.252,31.860001,-62.743
3846,1943-05-25,11.9,0.03,0.253,31.860001,-62.649
3847,1943-05-26,11.99,0.09,0.756,31.860001,-62.367
3848,1943-05-27,12.02,0.03,0.25,31.860001,-62.272
3849,1943-05-28,12.05,0.03,0.25,31.860001,-62.178
3850,1943-06-01,12.18,0.13,1.079,31.860001,-61.77
3851,1943-06-02,12.19,0.01,0.082,31.860001,-61.739
3852,1943-06-03,12.24,0.05,0.41,31.860001,-61.582
3853,1943-06-04,12.18,-0.06,-0.49,31.860001,-61.77
3854,1943-06-07,12.15,-0.03,-0.246,31.860001,-61.864
3855,1943-06-08,12.08,-0.07,-0.576,31.860001,-62.084
3856,1943-06-09,12.12,0.04,0.331,31.860001,-61.959
3857,1943-06-10,12.14,0.02,0.165,31.860001,-61.896
3858,1943-06-11,12.08,-0.06,-0.494,31.860001,-62.084
3859,1943-06-14,11.88,-0.2,-1.656,31.860001,-62.712
3860,1943-06-15,11.93,0.05,0.421,31.860001,-62.555
3861,1943-06-16,11.95,0.02,0.168,31.860001,-62.492
3862,1943-06-17,11.97,0.02,0.167,31.860001,-62.429
3863,1943-06-18,11.96,-0.01,-0.084,31.860001,-62.461
3864,1943-06-21,11.9,-0.06,-0.502,31.860001,-62.649
3865,1943-06-22,11.92,0.02,0.168,31.860001,-62.586
3866,1943-06-23,11.89,-0.03,-0.252,31.860001,-62.68
3867,1943-06-24,11.95,0.06,0.505,31.860001,-62.492
3868,1943-06-25,12.21,0.26,2.176,31.860001,-61.676
3869,1943-06-28,12.32,0.11,0.901,31.860001,-61.331
3870,1943-06-29,12.28,-0.04,-0.325,31.860001,-61.456
3871,1943-06-30,12.35,0.07,0.57,31.860001,-61.237
3872,1943-07-01,12.36,0.01,0.081,31.860001,-61.205
3873,1943-07-02,12.35,-0.01,-0.081,31.860001,-61.237
3874,1943-07-06,12.37,0.02,0.162,31.860001,-61.174
3875,1943-07-07,12.35,-0.02,-0.162,31.860001,-61.237
3876,1943-07-08,12.36,0.01,0.081,31.860001,-61.205
3877,1943-07-09,12.41,0.05,0.405,31.860001,-61.048
3878,1943-07-12,12.49,0.08,0.645,31.860001,-60.797
3879,1943-07-13,12.57,0.08,0.641,31.860001,-60.546
3880,1943-07-14,12.64,0.07,0.557,31.860001,-60.326
3881,1943-07-15,12.57,-0.07,-0.554,31.860001,-60.546
3882,1943-07-16,12.54,-0.03,-0.239,31.860001,-60.64
3883,1943-07-19,12.55,0.01,0.08,31.860001,-60.609
3884,1943-07-20,12.47,-0.08,-0.637,31.860001,-60.86
3885,1943-07-21,12.5,0.03,0.241,31.860001,-60.766
3886,1943-07-22,12.5,0.0,0.0,31.860001,-60.766
3887,1943-07-23,12.51,0.01,0.08,31.860001,-60.734
3888,1943-07-26,12.31,-0.2,-1.599,31.860001,-61.362
3889,1943-07-27,11.92,-0.39,-3.168,31.860001,-62.586
3890,1943-07-28,11.88,-0.04,-0.336,31.860001,-62.712
3891,1943-07-29,12.08,0.2,1.684,31.860001,-62.084
3892,1943-07-30,11.85,-0.23,-1.904,31.860001,-62.806
3893,1943-08-02,11.47,-0.38,-3.207,31.860001,-63.999
3894,1943-08-03,11.72,0.25,2.18,31.860001,-63.214
3895,1943-08-04,11.79,0.07,0.597,31.860001,-62.994
3896,1943-08-05,11.75,-0.04,-0.339,31.860001,-63.12
3897,1943-08-06,11.63,-0.12,-1.021,31.860001,-63.497
3898,1943-08-09,11.6,-0.03,-0.258,31.860001,-63.591
3899,1943-08-10,11.71,0.11,0.948,31.860001,-63.245
3900,1943-08-11,11.8,0.09,0.769,31.860001,-62.963
3901,1943-08-12,11.73,-0.07,-0.593,31.860001,-63.183
3902,1943-08-13,11.84,0.11,0.938,31.860001,-62.837
3903,1943-08-16,11.81,-0.03,-0.253,31.860001,-62.932
3904,1943-08-17,11.88,0.07,0.593,31.860001,-62.712
3905,1943-08-18,11.92,0.04,0.337,31.860001,-62.586
3906,1943-08-19,11.91,-0.01,-0.084,31.860001,-62.618
3907,1943-08-20,11.81,-0.1,-0.84,31.860001,-62.932
3908,1943-08-23,11.6,-0.21,-1.778,31.860001,-63.591
3909,1943-08-24,11.69,0.09,0.776,31.860001,-63.308
3910,1943-08-25,11.71,0.02,0.171,31.860001,-63.245
3911,1943-08-26,11.75,0.04,0.342,31.860001,-63.12
3912,1943-08-27,11.67,-0.08,-0.681,31.860001,-63.371
3913,1943-08-30,11.67,0.0,0.0,31.860001,-63.371
3914,1943-08-31,11.8,0.13,1.114,31.860001,-62.963
3915,1943-09-01,11.84,0.04,0.339,31.860001,-62.837
3916,1943-09-02,11.84,0.0,0.0,31.860001,-62.837
3917,1943-09-03,11.82,-0.02,-0.169,31.860001,-62.9
3918,1943-09-07,11.85,0.03,0.254,31.860001,-62.806
3919,1943-09-08,11.78,-0.07,-0.591,31.860001,-63.026
3920,1943-09-09,11.91,0.13,1.104,31.860001,-62.618
3921,1943-09-10,11.93,0.02,0.168,31.860001,-62.555
3922,1943-09-13,11.91,-0.02,-0.168,31.860001,-62.618
3923,1943-09-14,11.89,-0.02,-0.168,31.860001,-62.68
3924,1943-09-15,11.91,0.02,0.168,31.860001,-62.618
3925,1943-09-16,11.98,0.07,0.588,31.860001,-62.398
3926,1943-09-17,12.1,0.12,1.002,31.860001,-62.021
3927,1943-09-20,12.23,0.13,1.074,31.860001,-61.613
3928,1943-09-21,12.24,0.01,0.082,31.860001,-61.582
3929,1943-09-22,12.21,-0.03,-0.245,31.860001,-61.676
3930,1943-09-23,12.1,-0.11,-0.901,31.860001,-62.021
3931,1943-09-24,12.1,0.0,0.0,31.860001,-62.021
3932,1943-09-27,12.0,-0.1,-0.826,31.860001,-62.335
3933,1943-09-28,11.98,-0.02,-0.167,31.860001,-62.398
3934,1943-09-29,12.01,0.03,0.25,31.860001,-62.304
3935,1943-09-30,12.08,0.07,0.583,31.860001,-62.084
3936,1943-10-01,12.09,0.01,0.083,31.860001,-62.053
3937,1943-10-04,12.02,-0.07,-0.579,31.860001,-62.272
3938,1943-10-05,11.97,-0.05,-0.416,31.860001,-62.429
3939,1943-10-06,11.83,-0.14,-1.17,31.860001,-62.869
3940,1943-10-07,11.67,-0.16,-1.352,31.860001,-63.371
3941,1943-10-08,11.72,0.05,0.428,31.860001,-63.214
3942,1943-10-11,11.7,-0.02,-0.171,31.860001,-63.277
3943,1943-10-13,11.7,0.0,0.0,31.860001,-63.277
3944,1943-10-14,11.75,0.05,0.427,31.860001,-63.12
3945,1943-10-15,11.83,0.08,0.681,31.860001,-62.869
3946,1943-10-18,11.85,0.02,0.169,31.860001,-62.806
3947,1943-10-19,11.91,0.06,0.506,31.860001,-62.618
3948,1943-10-20,11.95,0.04,0.336,31.860001,-62.492
3949,1943-10-21,11.84,-0.11,-0.921,31.860001,-62.837
3950,1943-10-22,11.89,0.05,0.422,31.860001,-62.68
3951,1943-10-25,11.88,-0.01,-0.084,31.860001,-62.712
3952,1943-10-26,11.92,0.04,0.337,31.860001,-62.586
3953,1943-10-27,11.99,0.07,0.587,31.860001,-62.367
3954,1943-10-28,11.96,-0.03,-0.25,31.860001,-62.461
3955,1943-10-29,11.91,-0.05,-0.418,31.860001,-62.618
3956,1943-11-01,11.92,0.01,0.084,31.860001,-62.586
3957,1943-11-03,11.78,-0.14,-1.174,31.860001,-63.026
3958,1943-11-04,11.68,-0.1,-0.849,31.860001,-63.34
3959,1943-11-05,11.59,-0.09,-0.771,31.860001,-63.622
3960,1943-11-08,11.26,-0.33,-2.847,31.860001,-64.658
3961,1943-11-09,11.3,0.04,0.355,31.860001,-64.532
3962,1943-11-10,11.41,0.11,0.973,31.860001,-64.187
3963,1943-11-12,11.29,-0.12,-1.052,31.860001,-64.564
3964,1943-11-15,11.25,-0.04,-0.354,31.860001,-64.689
3965,1943-11-16,11.2,-0.05,-0.444,31.860001,-64.846
3966,1943-11-17,11.13,-0.07,-0.625,31.860001,-65.066
3967,1943-11-18,11.16,0.03,0.27,31.860001,-64.972
3968,1943-11-19,11.3,0.14,1.254,31.860001,-64.532
3969,1943-11-22,11.34,0.04,0.354,31.860001,-64.407
3970,1943-11-23,11.3,-0.04,-0.353,31.860001,-64.532
3971,1943-11-24,11.24,-0.06,-0.531,31.860001,-64.721
3972,1943-11-26,11.15,-0.09,-0.801,31.860001,-65.003
3973,1943-11-29,10.99,-0.16,-1.435,31.860001,-65.505
3974,1943-11-30,11.02,0.03,0.273,31.860001,-65.411
3975,1943-12-01,11.13,0.11,0.998,31.860001,-65.066
3976,1943-12-02,11.22,0.09,0.809,31.860001,-64.783
3977,1943-12-03,11.23,0.01,0.089,31.860001,-64.752
3978,1943-12-06,11.28,0.05,0.445,31.860001,-64.595
3979,1943-12-07,11.38,0.1,0.887,31.860001,-64.281
3980,1943-12-08,11.5,0.12,1.054,31.860001,-63.905
3981,1943-12-09,11.43,-0.07,-0.609,31.860001,-64.124
3982,1943-12-10,11.49,0.06,0.525,31.860001,-63.936
3983,1943-12-13,11.48,-0.01,-0.087,31.860001,-63.967
3984,1943-12-14,11.45,-0.03,-0.261,31.860001,-64.062
3985,1943-12-15,11.44,-0.01,-0.087,31.860001,-64.093
3986,1943-12-16,11.5,0.06,0.524,31.860001,-63.905
3987,1943-12-17,11.56,0.06,0.522,31.860001,-63.716
3988,1943-12-20,11.64,0.08,0.692,31.860001,-63.465
3989,1943-12-21,11.61,-0.03,-0.258,31.860001,-63.559
3990,1943-12-22,11.6,-0.01,-0.086,31.860001,-63.591
3991,1943-12-23,11.59,-0.01,-0.086,31.860001,-63.622
3992,1943-12-24,11.61,0.02,0.173,31.860001,-63.559
3993,1943-12-27,11.59,-0.02,-0.172,31.860001,-63.622
3994,1943-12-28,11.48,-0.11,-0.949,31.860001,-63.967
3995,1943-12-29,11.48,0.0,0.0,31.860001,-63.967
3996,1943-12-30,11.69,0.21,1.829,31.860001,-63.308
3997,1943-12-31,11.67,-0.02,-0.171,31.860001,-63.371
3998,1944-01-03,11.66,-0.01,-0.086,31.860001,-63.402
3999,1944-01-04,11.81,0.15,1.286,31.860001,-62.932
4000,1944-01-05,11.94,0.13,1.101,31.860001,-62.524
4001,1944-01-06,11.89,-0.05,-0.419,31.860001,-62.68
4002,1944-01-07,11.87,-0.02,-0.168,31.860001,-62.743
4003,1944-01-10,11.85,-0.02,-0.168,31.860001,-62.806
4004,1944-01-11,11.92,0.07,0.591,31.860001,-62.586
4005,1944-01-12,11.84,-0.08,-0.671,31.860001,-62.837
4006,1944-01-13,11.81,-0.03,-0.253,31.860001,-62.932
4007,1944-01-14,11.86,0.05,0.423,31.860001,-62.775
4008,1944-01-17,11.9,0.04,0.337,31.860001,-62.649
4009,1944-01-18,11.87,-0.03,-0.252,31.860001,-62.743
4010,1944-01-19,11.88,0.01,0.084,31.860001,-62.712
4011,1944-01-20,11.88,0.0,0.0,31.860001,-62.712
4012,1944-01-21,11.9,0.02,0.168,31.860001,-62.649
4013,1944-01-24,11.89,-0.01,-0.084,31.860001,-62.68
4014,1944-01-25,11.88,-0.01,-0.084,31.860001,-62.712
4015,1944-01-26,11.76,-0.12,-1.01,31.860001,-63.089
4016,1944-01-27,11.74,-0.02,-0.17,31.860001,-63.151
4017,1944-01-28,11.81,0.07,0.596,31.860001,-62.932
4018,1944-01-31,11.85,0.04,0.339,31.860001,-62.806
4019,1944-02-01,11.83,-0.02,-0.169,31.860001,-62.869
4020,1944-02-02,11.8,-0.03,-0.254,31.860001,-62.963
4021,1944-02-03,11.7,-0.1,-0.847,31.860001,-63.277
4022,1944-02-04,11.6,-0.1,-0.855,31.860001,-63.591
4023,1944-02-07,11.56,-0.04,-0.345,31.860001,-63.716
4024,1944-02-08,11.67,0.11,0.952,31.860001,-63.371
4025,1944-02-09,11.67,0.0,0.0,31.860001,-63.371
4026,1944-02-10,11.75,0.08,0.686,31.860001,-63.12
4027,1944-02-11,11.74,-0.01,-0.085,31.860001,-63.151
4028,1944-02-14,11.74,0.0,0.0,31.860001,-63.151
4029,1944-02-15,11.82,0.08,0.681,31.860001,-62.9
4030,1944-02-16,11.79,-0.03,-0.254,31.860001,-62.994
4031,1944-02-17,11.87,0.08,0.679,31.860001,-62.743
4032,1944-02-18,11.78,-0.09,-0.758,31.860001,-63.026
4033,1944-02-21,11.76,-0.02,-0.17,31.860001,-63.089
4034,1944-02-23,11.86,0.1,0.85,31.860001,-62.775
4035,1944-02-24,11.88,0.02,0.169,31.860001,-62.712
4036,1944-02-25,11.8,-0.08,-0.673,31.860001,-62.963
4037,1944-02-28,11.89,0.09,0.763,31.860001,-62.68
4038,1944-02-29,11.82,-0.07,-0.589,31.860001,-62.9
4039,1944-03-01,11.87,0.05,0.423,31.860001,-62.743
4040,1944-03-02,11.88,0.01,0.084,31.860001,-62.712
4041,1944-03-03,11.9,0.02,0.168,31.860001,-62.649
4042,1944-03-06,11.93,0.03,0.252,31.860001,-62.555
4043,1944-03-07,12.01,0.08,0.671,31.860001,-62.304
4044,1944-03-08,12.11,0.1,0.833,31.860001,-61.99
4045,1944-03-09,12.08,-0.03,-0.248,31.860001,-62.084
4046,1944-03-10,12.1,0.02,0.166,31.860001,-62.021
4047,1944-03-13,12.24,0.14,1.157,31.860001,-61.582
4048,1944-03-14,12.22,-0.02,-0.163,31.860001,-61.645
4049,1944-03-15,12.28,0.06,0.491,31.860001,-61.456
4050,1944-03-16,12.29,0.01,0.081,31.860001,-61.425
4051,1944-03-17,12.31,0.02,0.163,31.860001,-61.362
4052,1944-03-20,12.2,-0.11,-0.894,31.860001,-61.707
4053,1944-03-21,12.25,0.05,0.41,31.860001,-61.551
4054,1944-03-22,12.23,-0.02,-0.163,31.860001,-61.613
4055,1944-03-23,12.1,-0.13,-1.063,31.860001,-62.021
4056,1944-03-24,12.13,0.03,0.248,31.860001,-61.927
4057,1944-03-27,12.1,-0.03,-0.247,31.860001,-62.021
