date,close,daily change,daily change pct,high to date,off from high,buy,shares bought,shares owned,cash spend,cash balance,market value,current gain
1928-01-30,17.49,-0.2,-1.13,17.76,-1.52,True,1,20,-17.49,-350.35,349.8,-0.55
1928-01-31,17.57,0.08,0.46,17.76,-1.07,True,1,21,-17.57,-367.92,368.97,1.05
1928-02-01,17.53,-0.04,-0.23,17.76,-1.3,True,1,22,-17.53,-385.45,385.66,0.21
1928-02-02,17.63,0.1,0.57,17.76,-0.73,True,1,23,-17.63,-403.08,405.49,2.41
1928-02-03,17.4,-0.23,-1.3,17.76,-2.03,True,1,24,-17.4,-420.48,417.6,-2.88
1928-02-06,17.45,0.05,0.29,17.76,-1.74,True,1,25,-17.45,-437.93,436.25,-1.68
1928-02-07,17.44,-0.01,-0.06,17.76,-1.8,True,1,26,-17.44,-455.37,453.44,-1.93
1928-02-08,17.49,0.05,0.29,17.76,-1.52,True,1,27,-17.49,-472.86,472.23,-0.63
1928-02-09,17.55,0.06,0.34,17.76,-1.18,True,1,28,-17.55,-490.41,491.4,0.99
1928-02-10,17.54,-0.01,-0.06,17.76,-1.24,True,1,29,-17.54,-507.95,508.66,0.71
1928-02-14,17.44,-0.1,-0.57,17.76,-1.8,True,1,30,-17.44,-525.39,523.2,-2.19
1928-02-15,17.4,-0.04,-0.23,17.76,-2.03,True,1,31,-17.4,-542.79,539.4,-3.39
1928-02-16,17.35,-0.05,-0.29,17.76,-2.31,True,1,32,-17.35,-560.14,555.2,-4.94
1928-02-17,17.04,-0.31,-1.79,17.76,-4.05,True,1,33,-17.04,-577.18,562.32,-14.86
1928-02-20,16.95,-0.09,-0.53,17.76,-4.56,True,1,34,-16.95,-594.13,576.3,-17.83
1928-02-21,17.11,0.16,0.94,17.76,-3.66,True,1,35,-17.11,-611.24,598.85,-12.39
1928-02-23,17.13,0.02,0.12,17.76,-3.55,True,1,36,-17.13,-628.37,616.68,-11.69
1928-02-24,17.18,0.05,0.29,17.76,-3.27,True,1,37,-17.18,-645.55,635.66,-9.89
1928-02-27,17.11,-0.07,-0.41,17.76,-3.66,True,1,38,-17.11,-662.66,650.18,-12.48
1928-02-28,17.16,0.05,0.29,17.76,-3.38,True,1,39,-17.16,-679.82,669.24,-10.58
1928-02-29,17.26,0.1,0.58,17.76,-2.82,True,1,40,-17.26,-697.08,690.4,-6.68
1928-03-01,17.3,0.04,0.23,17.76,-2.59,True,1,41,-17.3,-714.38,709.3,-5.08
1928-03-02,17.3,0.0,0.0,17.76,-2.59,True,1,42,-17.3,-731.68,726.6,-5.08
1928-03-05,17.57,0.27,1.56,17.76,-1.07,True,1,43,-17.57,-749.25,755.51,6.26
1928-03-06,17.67,0.1,0.57,17.76,-0.51,True,1,44,-17.67,-766.92,777.48,10.56
1928-03-07,17.58,-0.09,-0.51,17.76,-1.01,True,1,45,-17.58,-784.5,791.1,6.6
1928-03-08,17.64,0.06,0.34,17.76,-0.68,True,1,46,-17.64,-802.14,811.44,9.3
1928-03-09,17.93,0.29,1.64,17.93,0.0,True,1,47,-17.93,-820.07,842.71,22.64
1928-03-12,18.0,0.07,0.39,18.0,0.0,True,1,48,-18.0,-838.07,864.0,25.93
1928-03-13,17.92,-0.08,-0.44,18.0,-0.44,True,1,49,-17.92,-855.99,878.08,22.09
1928-03-14,17.93,0.01,0.06,18.0,-0.39,True,1,50,-17.93,-873.92,896.5,22.58
1928-03-15,18.07,0.14,0.78,18.07,0.0,True,1,51,-18.07,-891.99,921.57,29.58
1928-03-16,18.26,0.19,1.05,18.26,0.0,True,1,52,-18.26,-910.25,949.52,39.27
1928-03-19,18.36,0.1,0.55,18.36,0.0,True,1,53,-18.36,-928.61,973.08,44.47
1928-03-20,18.46,0.1,0.55,18.46,0.0,True,1,54,-18.46,-947.07,996.84,49.77
1928-03-21,18.65,0.19,1.03,18.65,0.0,True,1,55,-18.65,-965.72,1025.75,60.03
1928-03-22,18.6,-0.05,-0.27,18.65,-0.27,True,1,56,-18.6,-984.32,1041.6,57.28
1928-03-23,18.78,0.18,0.97,18.78,0.0,True,1,57,-18.78,-1003.1,1070.46,67.36
1928-03-26,19.05,0.27,1.44,19.05,0.0,True,1,58,-19.05,-1022.15,1104.9,82.75
1928-03-27,18.94,-0.11,-0.58,19.05,-0.58,True,1,59,-18.94,-1041.09,1117.46,76.37
1928-03-28,18.89,-0.05,-0.26,19.05,-0.84,True,1,60,-18.89,-1059.98,1133.4,73.42
1928-03-29,18.95,0.06,0.32,19.05,-0.52,True,1,61,-18.95,-1078.93,1155.95,77.02
1928-03-30,19.28,0.33,1.74,19.28,0.0,True,1,62,-19.28,-1098.21,1195.36,97.15
1928-04-02,18.91,-0.37,-1.92,19.28,-1.92,True,1,63,-18.91,-1117.12,1191.33,74.21
1928-04-03,19.02,0.11,0.58,19.28,-1.35,True,1,64,-19.02,-1136.14,1217.28,81.14
1928-04-04,18.99,-0.03,-0.16,19.28,-1.5,True,1,65,-18.99,-1155.13,1234.35,79.22
1928-04-05,19.23,0.24,1.26,19.28,-0.26,True,1,66,-19.23,-1174.36,1269.18,94.82
1928-04-09,19.27,0.04,0.21,19.28,-0.05,True,1,67,-19.27,-1193.63,1291.09,97.46
1928-04-10,19.1,-0.17,-0.88,19.28,-0.93,True,1,68,-19.1,-1212.73,1298.8,86.07
1928-04-11,19.44,0.34,1.78,19.44,0.0,True,1,69,-19.44,-1232.17,1341.36,109.19
1928-04-12,19.41,-0.03,-0.15,19.44,-0.15,True,1,70,-19.41,-1251.58,1358.7,107.12
1928-04-13,19.73,0.32,1.65,19.73,0.0,True,1,71,-19.73,-1271.31,1400.83,129.52
1928-04-16,19.68,-0.05,-0.25,19.73,-0.25,True,1,72,-19.68,-1290.99,1416.96,125.97
1928-04-17,19.52,-0.16,-0.81,19.73,-1.06,True,1,73,-19.52,-1310.51,1424.96,114.45
1928-04-18,19.52,0.0,0.0,19.73,-1.06,True,1,74,-19.52,-1330.03,1444.48,114.45
1928-04-19,19.63,0.11,0.56,19.73,-0.51,True,1,75,-19.63,-1349.66,1472.25,122.59
1928-04-20,19.34,-0.29,-1.48,19.73,-1.98,True,1,76,-19.34,-1369.0,1469.84,100.84
1928-04-23,19.15,-0.19,-0.98,19.73,-2.94,True,1,77,-19.15,-1388.15,1474.55,86.4
1928-04-24,19.25,0.1,0.52,19.73,-2.43,True,1,78,-19.25,-1407.4,1501.5,94.1
