high date,high close,next high date,next high close,date diff,close diff,close diff (%),last high,remaining highs,min days no high
1987-08-25,336.769989,1989-07-26,338.049988,701.0,1.28,0.38,1,12,50
1989-10-09,359.799988,1990-05-29,360.649994,232.0,0.85,0.23600000000000002,1,5,50
1990-07-16,368.950012,1991-02-13,369.019989,212.0,0.07,0.019,1,10,50
1991-04-17,390.450012,1991-08-06,390.619995,111.0,0.17,0.044000000000000004,1,3,50
1991-08-28,396.640015,1991-11-12,396.73999,76.0,0.1,0.025,1,10,50
1992-01-15,420.769989,1992-07-29,422.2300110000001,196.0,1.46,0.34700000000000003,1,4,50
1992-09-14,425.269989,1992-11-20,426.64999400000005,67.0,1.38,0.325,1,14,50
1993-03-10,456.329987,1993-08-19,456.429993,162.0,0.1,0.022000000000000002,1,7,50
1993-10-15,469.5,1993-12-27,470.540009,73.0,1.04,0.222,1,6,50
1994-02-02,482.0,1995-02-14,482.549988,377.0,0.55,0.114,1,86,50
1996-02-12,661.450012,1996-05-13,661.51001,91.0,0.06,0.009000000000000001,1,5,50
1996-05-24,678.51001,1996-09-13,680.539978,112.0,2.03,0.299,1,37,50
1997-02-18,816.289978,1997-05-05,830.289978,76.0,14.0,1.715,1,24,50
1997-08-06,960.320007,1997-10-02,960.460022,57.0,0.14,0.015,1,3,50
1997-10-07,983.119995,1997-12-05,983.789978,59.0,0.67,0.068,1,0,50
1997-12-05,983.789978,1998-01-29,985.48999,55.0,1.7,0.17300000000000001,1,31,50
1998-04-22,1130.540039,1998-06-24,1132.880005,63.0,2.34,0.207,1,8,50
1998-07-17,1186.75,1998-11-23,1188.209961,129.0,1.46,0.12300000000000001,1,31,50
1999-07-16,1418.780029,1999-11-16,1420.069946,123.0,1.29,0.091,1,8,50
1999-12-31,1469.25,2000-03-21,1493.869995,81.0,24.62,1.676,1,3,50
2000-03-24,1527.459961,2007-05-30,1530.22998,2623.0,2.77,0.18100000000000002,1,6,50
2007-07-19,1553.079956,2007-10-05,1557.589966,78.0,4.51,0.29,1,1,50
2007-10-09,1565.150024,2013-03-28,1569.189941,1997.0,4.04,0.258,1,16,50
2013-05-21,1669.160034,2013-07-11,1675.02002,51.0,5.86,0.35100000000000003,1,85,50
2015-03-02,2117.389893,2015-04-24,2117.689941,53.0,0.3,0.013999999999999999,1,4,50
2015-05-21,2130.820068,2016-07-11,2137.159912,417.0,6.34,0.298,1,9,50
2016-08-15,2190.149902,2016-11-21,2198.179932,98.0,8.03,0.36700000000000005,1,20,50
2017-03-01,2395.959961,2017-05-05,2399.290039,65.0,3.33,0.139,1,62,50
2018-01-26,2872.8701170000004,2018-08-24,2874.689941,210.0,1.82,0.063,1,4,50
2018-09-20,2930.75,2019-04-23,2933.679932,215.0,2.93,0.1,1,3,50
2019-04-30,2945.830078,2019-06-20,2954.179932,51.0,8.35,0.28300000000000003,1,8,50
2019-07-26,3025.860107,2019-10-28,3039.419922,94.0,13.56,0.44799999999999995,1,35,50
1928-01-03,17.76,1928-03-09,17.93,66.0,0.17,0.9570000000000001,1,18,60
1928-05-14,20.440001,1928-08-28,20.540001,106.0,0.1,0.489,1,80,60
1929-09-16,31.860001,1954-09-22,32.0,9137.0,0.14,0.439,1,66,60
1955-11-14,46.41,1956-03-09,46.700001,116.0,0.29,0.625,1,6,60
1956-03-20,48.869999,1956-07-16,49.139999,118.0,0.27,0.552,1,8,60
1956-08-03,49.639999,1958-09-24,49.779999,782.0,0.14,0.282,1,49,60
1959-08-03,60.709999,1961-01-27,61.240002,543.0,0.53,0.873,1,22,60
1961-04-17,68.68,1961-11-01,68.730003,198.0,0.05,0.073,1,16,60
1961-12-12,72.639999,1963-09-03,72.660004,630.0,0.02,0.027999999999999997,1,63,60
1964-07-17,84.010002,1964-09-25,84.209999,70.0,0.2,0.23800000000000002,1,22,60
1965-02-03,87.629997,1965-04-12,87.940002,68.0,0.31,0.354,1,14,60
1965-05-13,90.269997,1965-09-27,90.650002,137.0,0.38,0.42100000000000004,1,20,60
1966-02-09,94.059998,1967-05-04,94.32,449.0,0.26,0.276,1,2,60
1967-05-08,94.580002,1967-07-31,94.75,84.0,0.17,0.18,1,10,60
1967-09-25,97.589996,1968-04-29,97.970001,217.0,0.38,0.389,1,14,60
1968-07-11,102.389999,1968-09-24,102.589996,75.0,0.2,0.195,1,18,60
1968-11-29,108.370003,1972-03-06,108.769997,1193.0,0.4,0.369,1,10,60
1972-05-26,110.660004,1972-08-08,110.690002,74.0,0.03,0.027000000000000003,1,4,60
1972-08-14,112.550003,1972-11-01,112.669998,79.0,0.12,0.107,1,18,60
1973-01-11,120.239998,1980-07-17,121.440002,2744.0,1.2,0.998,1,23,60
1980-11-28,140.520004,1982-11-03,142.869995,705.0,2.35,1.672,1,30,60
1983-06-22,170.990005,1983-10-10,172.649994,110.0,1.66,0.971,1,0,60
1983-10-10,172.649994,1985-01-21,175.229996,469.0,2.58,1.494,1,12,60
1985-02-13,183.350006,1985-04-25,183.429993,71.0,0.08,0.044000000000000004,1,16,60
1985-07-17,195.649994,1985-11-11,197.279999,117.0,1.63,0.833,1,42,60
1986-09-04,253.830002,1986-12-02,254.0,89.0,0.17,0.067,1,27,60
1987-04-06,301.950012,1987-06-15,303.140015,70.0,1.19,0.39399999999999996,1,19,60
1987-08-25,336.769989,1989-07-26,338.049988,701.0,1.28,0.38,1,12,60
1989-10-09,359.799988,1990-05-29,360.649994,232.0,0.85,0.23600000000000002,1,5,60
1990-07-16,368.950012,1991-02-13,369.019989,212.0,0.07,0.019,1,10,60
1991-04-17,390.450012,1991-08-06,390.619995,111.0,0.17,0.044000000000000004,1,3,60
1991-08-28,396.640015,1991-11-12,396.73999,76.0,0.1,0.025,1,10,60
1992-01-15,420.769989,1992-07-29,422.2300110000001,196.0,1.46,0.34700000000000003,1,4,60
1992-09-14,425.269989,1992-11-20,426.64999400000005,67.0,1.38,0.325,1,14,60
1993-03-10,456.329987,1993-08-19,456.429993,162.0,0.1,0.022000000000000002,1,7,60
1993-10-15,469.5,1993-12-27,470.540009,73.0,1.04,0.222,1,6,60
1994-02-02,482.0,1995-02-14,482.549988,377.0,0.55,0.114,1,86,60
1996-02-12,661.450012,1996-05-13,661.51001,91.0,0.06,0.009000000000000001,1,5,60
1996-05-24,678.51001,1996-09-13,680.539978,112.0,2.03,0.299,1,37,60
1997-02-18,816.289978,1997-05-05,830.289978,76.0,14.0,1.715,1,61,60
1998-04-22,1130.540039,1998-06-24,1132.880005,63.0,2.34,0.207,1,8,60
1998-07-17,1186.75,1998-11-23,1188.209961,129.0,1.46,0.12300000000000001,1,31,60
1999-07-16,1418.780029,1999-11-16,1420.069946,123.0,1.29,0.091,1,8,60
1999-12-31,1469.25,2000-03-21,1493.869995,81.0,24.62,1.676,1,3,60
2000-03-24,1527.459961,2007-05-30,1530.22998,2623.0,2.77,0.18100000000000002,1,6,60
2007-07-19,1553.079956,2007-10-05,1557.589966,78.0,4.51,0.29,1,1,60
2007-10-09,1565.150024,2013-03-28,1569.189941,1997.0,4.04,0.258,1,107,60
2015-05-21,2130.820068,2016-07-11,2137.159912,417.0,6.34,0.298,1,9,60
2016-08-15,2190.149902,2016-11-21,2198.179932,98.0,8.03,0.36700000000000005,1,20,60
2017-03-01,2395.959961,2017-05-05,2399.290039,65.0,3.33,0.139,1,62,60
2018-01-26,2872.8701170000004,2018-08-24,2874.689941,210.0,1.82,0.063,1,4,60
2018-09-20,2930.75,2019-04-23,2933.679932,215.0,2.93,0.1,1,12,60
2019-07-26,3025.860107,2019-10-28,3039.419922,94.0,13.56,0.44799999999999995,1,35,60
1928-05-14,20.440001,1928-08-28,20.540001,106.0,0.1,0.489,1,80,70
1929-09-16,31.860001,1954-09-22,32.0,9137.0,0.14,0.439,1,66,70
1955-11-14,46.41,1956-03-09,46.700001,116.0,0.29,0.625,1,6,70
1956-03-20,48.869999,1956-07-16,49.139999,118.0,0.27,0.552,1,8,70
1956-08-03,49.639999,1958-09-24,49.779999,782.0,0.14,0.282,1,49,70
1959-08-03,60.709999,1961-01-27,61.240002,543.0,0.53,0.873,1,22,70
1961-04-17,68.68,1961-11-01,68.730003,198.0,0.05,0.073,1,16,70
1961-12-12,72.639999,1963-09-03,72.660004,630.0,0.02,0.027999999999999997,1,63,70
1964-07-17,84.010002,1964-09-25,84.209999,70.0,0.2,0.23800000000000002,1,37,70
1965-05-13,90.269997,1965-09-27,90.650002,137.0,0.38,0.42100000000000004,1,20,70
1966-02-09,94.059998,1967-05-04,94.32,449.0,0.26,0.276,1,2,70
1967-05-08,94.580002,1967-07-31,94.75,84.0,0.17,0.18,1,10,70
1967-09-25,97.589996,1968-04-29,97.970001,217.0,0.38,0.389,1,14,70
1968-07-11,102.389999,1968-09-24,102.589996,75.0,0.2,0.195,1,18,70
1968-11-29,108.370003,1972-03-06,108.769997,1193.0,0.4,0.369,1,10,70
1972-05-26,110.660004,1972-08-08,110.690002,74.0,0.03,0.027000000000000003,1,4,70
1972-08-14,112.550003,1972-11-01,112.669998,79.0,0.12,0.107,1,18,70
1973-01-11,120.239998,1980-07-17,121.440002,2744.0,1.2,0.998,1,23,70
1980-11-28,140.520004,1982-11-03,142.869995,705.0,2.35,1.672,1,30,70
1983-06-22,170.990005,1983-10-10,172.649994,110.0,1.66,0.971,1,0,70
1983-10-10,172.649994,1985-01-21,175.229996,469.0,2.58,1.494,1,12,70
1985-02-13,183.350006,1985-04-25,183.429993,71.0,0.08,0.044000000000000004,1,16,70
1985-07-17,195.649994,1985-11-11,197.279999,117.0,1.63,0.833,1,42,70
1986-09-04,253.830002,1986-12-02,254.0,89.0,0.17,0.067,1,27,70
1987-04-06,301.950012,1987-06-15,303.140015,70.0,1.19,0.39399999999999996,1,19,70
1987-08-25,336.769989,1989-07-26,338.049988,701.0,1.28,0.38,1,12,70
1989-10-09,359.799988,1990-05-29,360.649994,232.0,0.85,0.23600000000000002,1,5,70
1990-07-16,368.950012,1991-02-13,369.019989,212.0,0.07,0.019,1,10,70
1991-04-17,390.450012,1991-08-06,390.619995,111.0,0.17,0.044000000000000004,1,3,70
1991-08-28,396.640015,1991-11-12,396.73999,76.0,0.1,0.025,1,10,70
1992-01-15,420.769989,1992-07-29,422.2300110000001,196.0,1.46,0.34700000000000003,1,19,70
1993-03-10,456.329987,1993-08-19,456.429993,162.0,0.1,0.022000000000000002,1,7,70
1993-10-15,469.5,1993-12-27,470.540009,73.0,1.04,0.222,1,6,70
1994-02-02,482.0,1995-02-14,482.549988,377.0,0.55,0.114,1,86,70
1996-02-12,661.450012,1996-05-13,661.51001,91.0,0.06,0.009000000000000001,1,5,70
1996-05-24,678.51001,1996-09-13,680.539978,112.0,2.03,0.299,1,37,70
1997-02-18,816.289978,1997-05-05,830.289978,76.0,14.0,1.715,1,70,70
1998-07-17,1186.75,1998-11-23,1188.209961,129.0,1.46,0.12300000000000001,1,31,70
1999-07-16,1418.780029,1999-11-16,1420.069946,123.0,1.29,0.091,1,8,70
1999-12-31,1469.25,2000-03-21,1493.869995,81.0,24.62,1.676,1,3,70
2000-03-24,1527.459961,2007-05-30,1530.22998,2623.0,2.77,0.18100000000000002,1,6,70
2007-07-19,1553.079956,2007-10-05,1557.589966,78.0,4.51,0.29,1,1,70
2007-10-09,1565.150024,2013-03-28,1569.189941,1997.0,4.04,0.258,1,107,70
2015-05-21,2130.820068,2016-07-11,2137.159912,417.0,6.34,0.298,1,9,70
2016-08-15,2190.149902,2016-11-21,2198.179932,98.0,8.03,0.36700000000000005,1,83,70
2018-01-26,2872.8701170000004,2018-08-24,2874.689941,210.0,1.82,0.063,1,4,70
2018-09-20,2930.75,2019-04-23,2933.679932,215.0,2.93,0.1,1,12,70
2019-07-26,3025.860107,2019-10-28,3039.419922,94.0,13.56,0.44799999999999995,1,35,70
1928-05-14,20.440001,1928-08-28,20.540001,106.0,0.1,0.489,1,80,80
1929-09-16,31.860001,1954-09-22,32.0,9137.0,0.14,0.439,1,66,80
1955-11-14,46.41,1956-03-09,46.700001,116.0,0.29,0.625,1,6,80
1956-03-20,48.869999,1956-07-16,49.139999,118.0,0.27,0.552,1,8,80
1956-08-03,49.639999,1958-09-24,49.779999,782.0,0.14,0.282,1,49,80
1959-08-03,60.709999,1961-01-27,61.240002,543.0,0.53,0.873,1,22,80
1961-04-17,68.68,1961-11-01,68.730003,198.0,0.05,0.073,1,16,80
1961-12-12,72.639999,1963-09-03,72.660004,630.0,0.02,0.027999999999999997,1,101,80
1965-05-13,90.269997,1965-09-27,90.650002,137.0,0.38,0.42100000000000004,1,20,80
1966-02-09,94.059998,1967-05-04,94.32,449.0,0.26,0.276,1,2,80
1967-05-08,94.580002,1967-07-31,94.75,84.0,0.17,0.18,1,10,80
1967-09-25,97.589996,1968-04-29,97.970001,217.0,0.38,0.389,1,33,80
1968-11-29,108.370003,1972-03-06,108.769997,1193.0,0.4,0.369,1,34,80
1973-01-11,120.239998,1980-07-17,121.440002,2744.0,1.2,0.998,1,23,80
1980-11-28,140.520004,1982-11-03,142.869995,705.0,2.35,1.672,1,30,80
1983-06-22,170.990005,1983-10-10,172.649994,110.0,1.66,0.971,1,0,80
1983-10-10,172.649994,1985-01-21,175.229996,469.0,2.58,1.494,1,29,80
1985-07-17,195.649994,1985-11-11,197.279999,117.0,1.63,0.833,1,42,80
1986-09-04,253.830002,1986-12-02,254.0,89.0,0.17,0.067,1,47,80
1987-08-25,336.769989,1989-07-26,338.049988,701.0,1.28,0.38,1,12,80
1989-10-09,359.799988,1990-05-29,360.649994,232.0,0.85,0.23600000000000002,1,5,80
1990-07-16,368.950012,1991-02-13,369.019989,212.0,0.07,0.019,1,10,80
1991-04-17,390.450012,1991-08-06,390.619995,111.0,0.17,0.044000000000000004,1,14,80
1992-01-15,420.769989,1992-07-29,422.2300110000001,196.0,1.46,0.34700000000000003,1,19,80
1993-03-10,456.329987,1993-08-19,456.429993,162.0,0.1,0.022000000000000002,1,14,80
1994-02-02,482.0,1995-02-14,482.549988,377.0,0.55,0.114,1,86,80
